Principio Attivo;Descrizione Gruppo Equivalenza;Denominazione e Confezione;Prezzo al pubblico €;Prezzo Ex-factory €;Prezzo massimo di cessione €;Titolare AIC;"Codice 
AIC";Codice Gruppo Equivalenza;Metri cubi ossigeno ;;;;;;;;;;;;;;;;
Epirubicina;EPIRUBICINA 10MG 5ML 1 UNITA' USO PARENTERALE;FARMORUBICINA*1 flacone 10 mg 5 ml;37,81;17,19;-;PFIZER ITALIA Srl;025197068;ANJ;;;;;;;;;;;;;;;;;
Epirubicina;EPIRUBICINA 50MG 25ML 1 UNITA' USO PARENTERALE;FARMORUBICINA*1 flacone 50 mg 25ml;155,67;70,76;-;PFIZER ITALIA Srl;025197070;ANM;;;;;;;;;;;;;;;;;
Epirubicina;EPIRUBICINA 50MG 1 UNITA' USO PARENTERALE;FARMORUBICINA*1 flacone EV 50 mg polv;119,68;54,41;-;PFIZER ITALIA Srl;025197043;79A;;;;;;;;;;;;;;;;;
Epirubicina;EPIRUBICINA 200MG 100ML 1 UNITA' USO PARENTERALE;FARMORUBICINA*1 flacone infus EV 200 mg 100 ml;630,10;286,41;-;PFIZER ITALIA Srl;025197082;ANL;;;;;;;;;;;;;;;;;
Epoetina Zeta;EPOETINA ZETA 20.000UI 4 UNITA' USO PARENTERALE;RETACRIT*4 siringhe SC EV 20.000 UI 0,5 ml con protezione ago needle-trap;1.161,79;703,95;-;PFIZER EUROPE MA EEIG;038381721;EKF;;;;;;;;;;;;;;;;;
Epoetina Zeta;EPOETINA ZETA 1.000UI 6 UNITA' USO PARENTERALE;RETACRIT*6 siringhe SC EV 1.000 UI 0,3 ml con protezione ago needle-trap;84,37;51,12;-;PFIZER EUROPE MA EEIG;038381556;AOC;;;;;;;;;;;;;;;;;
Epoetina Zeta;EPOETINA ZETA 10.000UI 6 UNITA' USO PARENTERALE;RETACRIT*6 siringhe SC EV 10.000 UI 1 ml con protezione ago needle-trap;843,47;511,07;-;PFIZER EUROPE MA EEIG;038381695;AOD;;;;;;;;;;;;;;;;;
Epoetina Zeta;EPOETINA ZETA 2.000UI 6 UNITA' USO PARENTERALE;RETACRIT*6 siringhe SC EV 2.000 UI 0,6 ml con protezione ago needle-trap;168,85;102,31;-;PFIZER EUROPE MA EEIG;038381570;AOE;;;;;;;;;;;;;;;;;
Epoetina Zeta;EPOETINA ZETA 3.000UI 6 UNITA' USO PARENTERALE;RETACRIT*6 siringhe SC EV 3.000 UI 0,9 ml con protezione ago needle-trap;252,92;153,24;-;PFIZER EUROPE MA EEIG;038381594;AOF;;;;;;;;;;;;;;;;;
Epoetina Zeta;EPOETINA TETA 30.000UI 6 UNITA' USO PARENTERALE;RETACRIT*6 siringhe SC EV 30.000 UI 0,75 ml con protezione ago needle-trap;1.742,70;1.055,93;-;PFIZER EUROPE MA EEIG;038381758;EKE;;;;;;;;;;;;;;;;;
Epoetina Zeta;EPOETINA ZETA 4.000UI 6 UNITA' USO PARENTERALE;RETACRIT*6 siringhe SC EV 4.000 UI 0,4 ml con protezione ago needle-trap;337,37;204,42;-;PFIZER EUROPE MA EEIG;038381618;AOG;;;;;;;;;;;;;;;;;
Epoetina Zeta;EPOETINA ZETA 40.000UI 6 UNITA' USO PARENTERALE;RETACRIT*6 siringhe SC EV 40.000 UI 1 ml con protezione ago needle-trap;2.323,60;1.407,90;-;PFIZER EUROPE MA EEIG;038381784;EKK;;;;;;;;;;;;;;;;;
Epoetina Zeta;EPOETINA ZETA 5.000UI 6 UNITA' USO PARENTERALE;RETACRIT*6 siringhe SC EV 5.000 UI 0,5 ml con protezione ago needle-trap;421,65;255,48;-;PFIZER EUROPE MA EEIG;038381632;AOH;;;;;;;;;;;;;;;;;
Epoetina Zeta;EPOETINA ZETA 6.000UI 6 UNITA' USO PARENTERALE;RETACRIT*6 siringhe SC EV 6.000 UI 0,6 ml con protezione ago needle-trap;505,84;306,49;-;PFIZER EUROPE MA EEIG;038381657;AOI;;;;;;;;;;;;;;;;;
Epoetina Zeta;EPOETINA ZETA 8.000UI 6 UNITA' USO PARENTERALE;RETACRIT*6 siringhe SC EV 8.000 UI 0,8 ml con protezione ago needle-trap;674,65;408,78;-;PFIZER EUROPE MA EEIG;038381671;AOJ;;;;;;;;;;;;;;;;;
Epoprostenolo;EPOPROSTENOLO 0,5MG 1 UNITA' USO PARENTERALE;CARIPUL*1 flaconcino EV 0,5 mg + 1 flaconcino solv 100 ml;104,13;63,09;-;JANSSEN CILAG INTERNAT.N.V.;042119038;AOK;;;;;;;;;;;;;;;;;
Epoprostenolo;EPOPROSTENOLO 1,5MG 1 UNITA' USO PARENTERALE;CARIPUL*1 flaconcino EV 1,5 mg + 1 flaconcino solv 100 ml;178,59;108,21;-;JANSSEN CILAG INTERNAT.N.V.;042119040;AOL;;;;;;;;;;;;;;;;;
Epoprostenolo;EPOPROSTENOLO 1,5MG 1 UNITA' USO PARENTERALE;FLOLAN*1 flaconcino EV 1,5 mg + 2 flaconcini solv 50 ml;343,31;156,05;-;GLAXOSMITHKLINE (IRELAND) LTD;027750037;AOL;;;;;;;;;;;;;;;;;
Eptacog Alfa Attivato;EPTACOG ALFA ATTIVATO 50.000UI 1MG 1 UNITA' USO PARENTERALE;NOVOSEVEN*1 flacone EV 1 mg 50.000 Unita' Internazionali + 1 flacone solv 1,1 ml;1.079,12;653,85;-;NOVO NORDISK A/S;029447048;AOO;;;;;;;;;;;;;;;;;
Eptacog Alfa Attivato;EPTACOG ALFA ATTIVATO 50.000UI 1MG 1 UNITA' USO PARENTERALE;NOVOSEVEN*1 flacone EV 1 mg 50.000 Unita' Internazionali + 1 siringa solv 1 ml;971,21;588,46;-;NOVO NORDISK A/S;029447087;AOO;;;;;;;;;;;;;;;;;
Eptacog Alfa Attivato;EPTACOG ALFA ATTIVATO 100.000UI 2MG 1 UNITA' USO PARENTERALE;NOVOSEVEN*1 flacone EV 2 mg 100.000 Unita' Internazionali + 1 flacone solv 2,1 ml;2.158,24;1.307,70;-;NOVO NORDISK A/S;029447051;AOM;;;;;;;;;;;;;;;;;
Eptacog Alfa Attivato;EPTACOG ALFA ATTIVATO 100.000UI 2MG 1 UNITA' USO PARENTERALE;NOVOSEVEN*1 flacone EV 2 mg 100.000 Unita' Internazionali + 1 siringa solv 2 ml;1.942,42;1.176,91;-;NOVO NORDISK A/S;029447099;AOM;;;;;;;;;;;;;;;;;
Eptacog Alfa Attivato;EPTACOG ALFA ATTIVATO 250.000UI 5MG 1 UNITA' USO PARENTERALE;NOVOSEVEN*1 flacone EV 5 mg 250.000 Unita' Internazionali + 1 flacone solv 5,2 ml;5.395,61;3.269,25;-;NOVO NORDISK A/S;029447063;AON;;;;;;;;;;;;;;;;;
Eptacog Alfa Attivato;EPTACOG ALFA ATTIVATO 250.000UI 5MG 1 UNITA' USO PARENTERALE;NOVOSEVEN*1 flacone EV 5 mg 250.000 Unita' Internazionali + 1 siringa solv 5 ml;4.856,05;2.942,28;-;NOVO NORDISK A/S;029447101;AON;;;;;;;;;;;;;;;;;
Eptacog Alfa Attivato;EPTACOG ALFA ATTIVATO 400.000UI 5MG 1 UNITA' USO PARENTERALE;NOVOSEVEN*1 flacone EV 8 mg 400.000 Unita' Internazionali + 1 siringa solv 8 ml;7.769,68;4.707,65;-;NOVO NORDISK A/S;029447113;KEP;;;;;;;;;;;;;;;;;
Eptifibatide;EPTIFIBATIDE 20MG 10ML 1 UNITA' USO PARENTERALE;INTEGRILIN*1 fiala EV 10 ml 2 mg/ml;30,40;18,42;-;GLAXOSMITHKLINE (IRELAND) LTD;034489029;AOQ;;;;;;;;;;;;;;;;;
Eptifibatide;EPTIFIBATIDE 75MG 100ML 1 UNITA' USO PARENTERALE;INTEGRILIN*1 flacone EV 100 ml 0,75 mg/ml;96,01;58,18;-;GLAXOSMITHKLINE (IRELAND) LTD;034489017;AOR;;;;;;;;;;;;;;;;;
Eribulina;ERIBULINA 0,88MG 2ML 1 UNITA' USO PARENTERALE;HALAVEN*1 flaconcino EV 0,88 mg 2 ml 0,44 mg/ml;595,79;361,00;-;EISAI GMBH;041021015;AOS;;;;;;;;;;;;;;;;;
Erlotinib;ERLOTINIB 100MG 30 UNITA' USO ORALE;ERLOTINIB*30 cpr riv 100 mg;1.726,61;1.046,18;-;MYLAN SpA;044995013;AOT;;;;;;;;;;;;;;;;;
Erlotinib;ERLOTINIB 100MG 30 UNITA' USO ORALE;ERLOTINIB*30 cpr riv 100 mg;1.726,61;1.046,18;-;SANDOZ SpA;045838012;AOT;;;;;;;;;;;;;;;;;
Erlotinib;ERLOTINIB 150MG 30 UNITA' USO ORALE;ERLOTINIB*30 cpr riv 150 mg;2.154,10;1.305,20;-;MYLAN SpA;044995037;AOU;;;;;;;;;;;;;;;;;
Erlotinib;ERLOTINIB 150MG 30 UNITA' USO ORALE;ERLOTINIB*30 cpr riv 150 mg;2.154,15;1.305,23;-;SANDOZ SpA;045838024;AOU;;;;;;;;;;;;;;;;;
Erlotinib;ERLOTINIB 100MG 30 UNITA' USO ORALE;TARCEVA*30 cpr riv 100 mg;2.466,59;1.494,54;-;ROCHE REGISTRATION GMBH;036871022;AOT;;;;;;;;;;;;;;;;;
Erlotinib;ERLOTINIB 150MG 30 UNITA' USO ORALE;TARCEVA*30 cpr riv 150 mg;3.077,28;1.864,57;-;ROCHE REGISTRATION GMBH;036871034;AOU;;;;;;;;;;;;;;;;;
Ertapenem;ERTAPENEM 1 G 1 UNITA' USO PARENTERALE;ERTAPENEM*1 flaconcino EV 1 g;46,92;28,43;-;AUROBINDO PHARMA ITALIA Srl   ;045004013;AOV;;;;;;;;;;;;;;;;;
Ertapenem;ERTAPENEM 1 G 1 UNITA' USO PARENTERALE;INVANZ*1 flaconcino EV 1 g;67,03;40,61;-;MERCK SHARP & DOHME BV;035851017;AOV;;;;;;;;;;;;;;;;;
Esametazima;ESAMETAZIMA 0,5MG 2 UNITA' USO PARENTERALE;CERETEC*2 flaconcini EV 0,5 mg;934,57;424,81;-;GE HEALTHCARE Srl;029372024;AOW;;;;;;;;;;;;;;;;;
Esametazima;ESAMETAZIMA 0,5MG 5 UNITA' USO PARENTERALE;CERETEC*5 flaconcini EV 0,5 mg;2.336,43;1.062,01;-;GE HEALTHCARE Srl;029372036;AOX;;;;;;;;;;;;;;;;;
Esaminolevulinato;ESAMINOLEVULINATO 85MG 50ML 1 UNITA' USO ENDOVESCICALE;HEXVIX*1 flaconcino polv sosp endovescicale 85 mg 10 ml + 1 flaconcino solv 50 ml;708,99;429,59;-;IPSEN SpA;037598024;DKW;;;;;;;;;;;;;;;;;
Esaminolevulinato;ESAMINOLEVULINATO 85MG 50ML 1 UNITA' USO ENDOVESCICALE;HEXVIX*1 flaconcino polv sosp endovescicale 85 mg 10 ml + 1 siringa solv 50 ml senza dispositivo;708,99;429,59;-;PHOTOCURE ASA;037598048;DKW;;;;;;;;;;;;;;;;;
Esmololo;ESMOLOLO 2.500MG 1 UNITA' USO PARENTERALE;BREVIBLOC*1 sacca EV 250 ml 10 mg/ml;195,00;118,14;-;BAXTER SpA;027248032;AOZ;;;;;;;;;;;;;;;;;
Esmololo;ESMOLOLO 100MG 10ML 5 UNITA' USO PARENTERALE;BREVIBLOC*5 fiale infus 100 mg 10 ml;65,03;29,55;-;BAXTER SpA;027248020;AOY;;;;;;;;;;;;;;;;;
Esmololo;ESMOLOLO 2.500MG 1 UNITA' USO PARENTERALE;ESMOCARD*1 fiala polv soluz infus 2.500 mg;140,40;85,07;-;ORPHA-DEVEL HANDELS UND VERTRIEBS GmbH;037869031;AOZ;;;;;;;;;;;;;;;;;
Esmololo;ESMOLOLO 100MG 10 UNITA' USO PARENTERALE;ESMOLOLO CLORIDRATO*10 flaconcini vetro soluz iniett 10 ml 10 mg/ml;63,14;38,26;-;HIKMA FARMACEUTICA S.A.;044287011;KFC;;;;;;;;;;;;;;;;;
Esomeprazolo;ESOMEPRAZOLO 40MG 1 UNITA' USO PARENTERALE;ESOMEPRAZOLO*1 flaconcino polv EV 40 mg 5 ml;6,43;3,90;-;SUN PHARMACEUTICAL IND.EU.B.V.;040438018;APF;;;;;;;;;;;;;;;;;
Esomeprazolo;ESOMEPRAZOLO 40MG 1 UNITA' USO PARENTERALE;ESOMEPRAZOLO*1 flaconcino polv soluz iniett/infus 40 mg;6,43;3,90;-;SUN PHARMACEUTICAL IND.EU.B.V.;044527012;APF;;;;;;;;;;;;;;;;;
Esomeprazolo;ESOMEPRAZOLO 40MG 10 UNITA' USO PARENTERALE;ESOMEPRAZOLO*10 flaconcini polv EV 40 mg 5 ml;64,35;38,99;-;TILLOMED ITALIA Srl;047977020;ELP;;;;;;;;;;;;;;;;;
Esomeprazolo;ESOMEPRAZOLO 40MG 1 UNITA' USO PARENTERALE;LUCEN*1 flaconcino EV 40 mg;8,58;5,20;-;MALESCI SpA IST.FARMACOBIOL.;035367539;APF;;;;;;;;;;;;;;;;;
Esomeprazolo;ESOMEPRAZOLO 40MG 1 UNITA' USO PARENTERALE;NEXIUM*1 flaconcino EV 40 mg;8,58;5,20;-;GRUNENTHAL ITALIA Srl;034972531;APF;;;;;;;;;;;;;;;;;
Etanercept;ETANERCEPT 50MG 1ML 4 UNITA' USO PARENTERALE;BENEPALI*4 penne preriemp 50 mg 1 ml;1.038,10;629,00;-;SAMSUNG BIOEPIS NL B.V.;044691020;APK;;;;;;;;;;;;;;;;;
Etanercept;ETANERCEPT 25MG 0,5ML 4 UNITA' USO PARENTERALE;BENEPALI*4 siringhe preriempite SC 0,51 ml 25 mg 50 mg/ml;518,33;314,07;-;SAMSUNG BIOEPIS NL B.V.;044691057;API;;;;;;;;;;;;;;;;;
Etanercept;ETANERCEPT 50MG 1ML 4 UNITA' USO PARENTERALE;BENEPALI*4 siringhe preriempite SC 1 ml 50 mg;1.038,10;629,00;-;SAMSUNG BIOEPIS NL B.V.;044691018;APK;;;;;;;;;;;;;;;;;
Etanercept;ETANERCEPT 25MG 1ML 4 UNITA' USO PARENTERALE;ENBREL*4 flaconcini SC 25 mg + 4 siringhe 1 ml;760,02;460,51;-;PFIZER EUROPE MA EEIG;034675037;APJ;;;;;;;;;;;;;;;;;
Etanercept;ETANERCEPT 50MG 1ML 4 UNITA' USO PARENTERALE;ENBREL*4 penne SC 50 mg 1 ml + 8 tamponi;1.520,07;921,02;-;PFIZER EUROPE MA EEIG;034675191;APK;;;;;;;;;;;;;;;;;
Etanercept;ETANERCEPT 25MG 0,5ML 4 UNITA' USO PARENTERALE;ENBREL*4 siringhe SC 25 mg 0,5 ml + 8 tamponi;760,02;460,51;-;PFIZER EUROPE MA EEIG;034675102;API;;;;;;;;;;;;;;;;;
Etanercept;ETANERCEPT 50MG 1ML 4 UNITA' USO PARENTERALE;ENBREL*4 siringhe SC 50 mg 1 ml + 8 tamponi;1.520,05;921,02;-;PFIZER EUROPE MA EEIG;034675140;APK;;;;;;;;;;;;;;;;;
Etanercept;ETANERCEPT 10MG 1ML 4 UNITA' USO PARENTERALE;ENBREL*BB 4 flaconcini SC 10 mg + 4 flaconcini solv 1 ml + 8 tamponi;304,01;184,21;-;PFIZER EUROPE MA EEIG;034675215;EMI;;;;;;;;;;;;;;;;;
Etanercept;ETANERCEPT 50MG 1ML 4 UNITA' USO PARENTERALE;ERELZI*4 penne preriempite SC 50 mg 1 ml;988,03;598,66;-;SANDOZ GMBH;045451111;APK;;;;;;;;;;;;;;;;;
Etanercept;ETANERCEPT 25MG 0,5ML 4 UNITA' USO PARENTERALE;ERELZI*4 siringhe preriempite SC 25 mg 0,5 ml;494,02;299,34;-;SANDOZ GMBH;045451034;API;;;;;;;;;;;;;;;;;
Etanercept;ETANERCEPT 50MG 1ML 4 UNITA' USO PARENTERALE;ERELZI*4 siringhe preriempite SC 50 mg 1 ml;988,03;598,66;-;SANDOZ GMBH;045451073;APK;;;;;;;;;;;;;;;;;
Etoposide;ETOPOSIDE 100MG 5ML 1 UNITA' USO PARENTERALE;ETOPOSIDE*1 fiala 100 mg 5 ml 20 mg/ml;11,70;7,10;-;TEVA PHARMA B.V.;034410011;APN;;;;;;;;;;;;;;;;;
Etoposide;ETOPOSIDE 200MG 10ML 1 UNITA' USO PARENTERALE;ETOPOSIDE*1 fiala 200 mg 10 ml 20 mg/ml;21,23;12,87;-;TEVA PHARMA B.V.;034410023;APO;;;;;;;;;;;;;;;;;
Etoposide;ETOPOSIDE 1.000MG 50ML 1 UNITA' USO PARENTERALE;ETOPOSIDE*1 flaconcino 1.000 mg 50 ml 20 mg/ml;101,87;61,72;-;TEVA PHARMA B.V.;034410050;APM;;;;;;;;;;;;;;;;;
Etoposide;ETOPOSIDE 200MG 10ML 1 UNITA' USO PARENTERALE;ETOPOSIDE*1 flaconcino EV 200 mg 10 ml 20 mg/ml;21,23;12,87;-;ACCORD HEALTHCARE SLU;042673032;APO;;;;;;;;;;;;;;;;;
Etoposide;ETOPOSIDE 1.000MG 50ML 1 UNITA' USO PARENTERALE;ETOPOSIDE*1 flacone EV 1.000 mg 50 ml 20 mg/ml;101,87;61,72;-;SANDOZ SpA;036622049;APM;;;;;;;;;;;;;;;;;
Etoposide;ETOPOSIDE 1.000MG 50ML 1 UNITA' USO PARENTERALE;ETOPOSIDE*1 flacone EV 1.000 mg 50 ml 20 mg/ml;101,87;61,72;-;ACCORD HEALTHCARE SLU;042673069;APM;;;;;;;;;;;;;;;;;
Etoposide;ETOPOSIDE 100MG 5ML 1 UNITA' USO PARENTERALE;ETOPOSIDE*1 flacone EV 100 mg 5 ml 20 mg/ml;11,70;7,10;-;SANDOZ SpA;036622013;APN;;;;;;;;;;;;;;;;;
Etoposide;ETOPOSIDE 100MG 5ML 1 UNITA' USO PARENTERALE;ETOPOSIDE*1 flacone EV 100 mg 5 ml 20 mg/ml;11,70;7,10;-;ACCORD HEALTHCARE SLU;042673018;APN;;;;;;;;;;;;;;;;;
Etoposide;ETOPOSIDE 200MG 10ML 1 UNITA' USO PARENTERALE;ETOPOSIDE*1 flacone EV 200 mg 10 ml 20 mg/ml;21,23;12,87;-;SANDOZ SpA;036622025;APO;;;;;;;;;;;;;;;;;
Etoposide;ETOPOSIDE 250MG 12,5ML 1 UNITA' USO PARENTERALE;ETOPOSIDE*1 flacone EV 250 mg 12,5 ml 20 mg/ml;25,47;15,44;-;ACCORD HEALTHCARE SLU;042673020;KEY;;;;;;;;;;;;;;;;;
Etoposide;ETOPOSIDE 400MG 20ML 1 UNITA' USO PARENTERALE;ETOPOSIDE*1 flacone EV 400 mg 20 ml 20 mg/ml;42,48;25,74;-;SANDOZ SpA;036622037;APP;;;;;;;;;;;;;;;;;
Etoposide;ETOPOSIDE 400MG 20ML 1 UNITA' USO PARENTERALE;ETOPOSIDE*1 flacone EV 400 mg 20 ml 20 mg/ml;42,48;25,74;-;ACCORD HEALTHCARE SLU;042673044;APP;;;;;;;;;;;;;;;;;
Etoposide;ETOPOSIDE 500MG 25ML 1 UNITA' USO PARENTERALE;ETOPOSIDE*1 flacone EV 500 mg 25 ml 20 mg/ml;50,95;30,87;-;ACCORD HEALTHCARE SLU;042673057;KCN;;;;;;;;;;;;;;;;;
Etravirina;ETRAVIRINA 200MG 60 UNITA' USO ORALE;INTELENCE*60 cpr 200 mg flacone;670,27;406,13;-;JANSSEN CILAG INTERNAT.N.V.;038703029;APG;;;;;;;;;;;;;;;;;
Everolimus;EVEROLIMUS 10MG 30 UNITA' USO ORALE;AFINITOR*30 cpr 10 mg;5.719,63;3.465,60;-;NOVARTIS EUROPHARM LTD;039398045;APQ;;;;;;;;;;;;;;;;;
Everolimus;EVEROLIMUS 5MG 30 UNITA' USO ORALE;AFINITOR*30 cpr 5 mg;4.021,62;2.436,75;-;NOVARTIS EUROPHARM LTD;039398019;APR;;;;;;;;;;;;;;;;;
Everolimus;EVEROLIMUS 10MG 30 UNITA' USO ORALE;EVEROLIMUS*30 cpr 10 mg;3.906,50;2.367,00;-;DR. REDDY'S Srl;045601046;APQ;;;;;;;;;;;;;;;;;
Everolimus;EVEROLIMUS 10MG 30 UNITA' USO ORALE;EVEROLIMUS*30 cpr 10 mg;3.437,66;2.082,95;-;ETHYPHARM S.A.;045608078;APQ;;;;;;;;;;;;;;;;;
Everolimus;EVEROLIMUS 10MG 30 UNITA' USO ORALE;EVEROLIMUS*30 cpr 10 mg;3.906,50;2.367,00;-;MEDAC PHARMA Srl;046460022;APQ;;;;;;;;;;;;;;;;;
Everolimus;EVEROLIMUS 2,5MG 30 UNITA' USO ORALE;EVEROLIMUS*30 cpr 2,5 mg;976,36;591,59;-;DR. REDDY'S Srl;045601010;KEO;;;;;;;;;;;;;;;;;
Everolimus;EVEROLIMUS 5MG 30 UNITA' USO ORALE;EVEROLIMUS*30 cpr 5 mg;2.746,76;1.664,31;-;DR. REDDY'S Srl;045601022;APR;;;;;;;;;;;;;;;;;
Everolimus;EVEROLIMUS 5MG 30 UNITA' USO ORALE;EVEROLIMUS*30 cpr 5 mg;2.417,02;1.464,50;-;ETHYPHARM S.A.;045608041;APR;;;;;;;;;;;;;;;;;
Everolimus;EVEROLIMUS 5MG 30 UNITA' USO ORALE;EVEROLIMUS*30 cpr 5 mg;2.746,76;1.664,31;-;MEDAC PHARMA Srl;046460010;APR;;;;;;;;;;;;;;;;;
Fattore II/Fattore IX/Fattore X della coagulazione;FATTORE II+FATTORE IX+FATTORE X DELLA COAGULAZIONE 500UI 1 UNITA' USO PARENTERALE;UMANCOMPLEX*1 fiala EV 500 Unita' Internazionali + 1 fiala solv 20 ml;208,13;126,11;155,11;KEDRION SpA;023309103;JQA;;;;;;;;;;;;;;;;;
Fattore II/Fattore VII/Fattore IX/Fattore X della coagulazione/Proteina C;FATTORE II+FATTORE VII+FATTORE IX+FATTORE X DELLA COAGULAZIONE+PROTEINA C 600UI 1 UNITA' USO PARENTERALE;PROPLEX*1 flaconcino polv 600 Unita' Internazionali + 1 flaconcino solv + kit per iniezione;455,51;276,00; - ;BAXALTA INNOVATIONS GMBH;043304017;KDR;;;;;;;;;;;;;;;;;
Fattore II/Fattore VII/Fattore IX/Fattore X della coagulazione/Proteina C/Proteina S;FATTORE II+FATTORE VII+FATTORE IX+FATTORE X DELLA COAGULAZIONE+PROTEINA C+PROTEINA S 1000UI 40ML 1UNITA' USO PARENTERALE;CONFIDEX 1000*1 flaconcino POLV + 1 flaconcino solv 40 ml;759,18;460,00;-;CSL BEHRING GmbH;038844027;JNT;;;;;;;;;;;;;;;;;
Fattore II/Fattore VII/Fattore IX/Fattore X della coagulazione/Proteina C/Proteina S;FATTORE II+FATTORE VII+FATTORE IX+FATTORE X DELLA COAGULAZIONE+PROTEINA C+PROTEINA S 500UI 20ML 1 UNITA' USO PARENTERALE;CONFIDEX 500*1 flaconcino polv + 1 flaconcino solv 20 ml;379,59;230,00;-;CSL BEHRING GmbH;038844015;APS;;;;;;;;;;;;;;;;;
Fattore II/Fattore VII/Fattore IX/Fattore X della coagulazione/Proteina C/Proteina S;FATTORE II+FATTORE VII+FATTORE IX+FATTORE X DELLA COAGULAZIONE+PROTEINA C+PROTEINA S 500UI 20ML 1 UNITA' USO PARENTERALE;PRONATIV*1 flaconcino EV 500 Unita' Internazionali + 1 flaconcino solv 20 ml;379,59;230,00;-;OCTAPHARMA ITALY SpA;039240015;APS;;;;;;;;;;;;;;;;;
Fattore XIII di coagulazione del sangue;FATTORE XIII UMANO DI COAGULAZIONE 1250UI 1 UNITA' USO PARENTERALE;CLUVIAT*1 flacone 1.250 Unita' Internazionali polv + solv;3.663,89;2.220,00;-;CSL BEHRING GmbH;042605028;JBW;;;;;;;;;;;;;;;;;
Fattore XIII di coagulazione del sangue;FATTORE XIII UMANO DI COAGULAZIONE 250UI 1 UNITA' USO PARENTERALE;CLUVIAT*1 flacone 250 Unita' Internazionali polv + solv;732,78;444,00;-;CSL BEHRING GmbH;042605016;JBV;;;;;;;;;;;;;;;;;
Fenitoina;FENITOINA 250MG 5ML 5 UNITA' USO PARENTERALE IM EV;AURANTIN*5 fiale IM EV 250 mg 5 ml;29,92;13,60;-;PFIZER ESTABLISHED MED.IT.Srl;028823019;APY;;;;;;;;;;;;;;;;;
Fenitoina;FENITOINA 250MG 5ML 5 UNITA' USO PARENTERALE IM EV;AURANTIN*5 flaconcini IM EV 250 mg 5 ml;29,92;13,60;-;PFIZER ESTABLISHED MED.IT.Srl ;028823021;APY;;;;;;;;;;;;;;;;;
Fenitoina;FENITOINA 250MG 5ML 5 UNITA' USO PARENTERALE EV;FENITOINA*5 fiale EV 5 ml 250 mg;16,76;10,16;-;HIKMA FARMACEUTICA S.A.;038935019;APX;;;;;;;;;;;;;;;;;
Fenoldopam;FENOLDOPAM 20MG 2ML 1 UNITA' USO PARENTERALE;CORLOPAM*1 fiala EV 20 mg 2 ml;235,28;106,95;-;TEVA ITALIA Srl;028026019;APZ;;;;;;;;;;;;;;;;;
Fentanil;FENTANIL 0,1MG 2ML 5 UNITA' USO PARENTERALE IM EV;FENTANEST*5 fiale EV IM 0,1 mg 2 ml;3,14;1,90;-;PIRAMAL CRITICAL CARE IT.SpA;020473029;AQF;;;;;;;;;;;;;;;;;
Fentanil;FENTANIL 2,5MG 50ML 1 UNITA' USO PARENTERALE EV;FENTANYL*1 flaconcino EV 2,5 mg 50 ml;42,15;25,55;-;HAMELN PHARMA GmbH;035693035;KRU;;;;;;;;;;;;;;;;;
Fentanil;FENTANIL 0,1MG 2ML 5 UNITA' USO PARENTERALE EV;FENTANYL*5 fiale EV 100 mcg 2 ml;2,51;1,52;-;HAMELN PHARMA GmbH;035693011;AQE;;;;;;;;;;;;;;;;;
Ferro/Zinco/Manganese/Rame/Cromo/Selenio/Molibdeno/Fluoro/Iodio;FERRO+ZINCO+MANGANESE+RAME+CROMO+SELENIO+MOLIBDENO 10ML 20 UNITA' USO PARENTERALE;ADDAMEL N*20 fiale 10 ml 10,3 mg/10 ml;59,12;26,88;-;FRESENIUS KABI ITALIA Srl;029231026;AQG;;;;;;;;;;;;;;;;;
Fibrinogeno/Aprotinina/Trombina Umana/Calcio Cloruro/Fattore XIII;FIBRINOGENO+APROTININA+TROMBINA UMANA+CALCIO CLORURO+FATTORE XIII 2ML 1 UNITA' ADESIVO TISSUTALE;TISSEEL*adesivo tissutale 1 siringa 1 ml soluz proteine coagulabili + 1 ml soluz trombina + set;167,68;101,60;-;BAXTER SpA;025243179;AQI;;;;;;;;;;;;;;;;;
Fibrinogeno/Aprotinina/Trombina Umana/Calcio Cloruro/Fattore XIII;FIBRINOGENO+APROTININA+TROMBINA UMANA+CALCIO CLORURO+FATTORE XIII 4ML 1 UNITA' ADESIVO TISSUTALE;TISSEEL*adesivo tissutale 1 siringa 2 ml soluz proteine coagulabili + 2 ml soluz trombina + set;296,38;179,58;-;BAXTER SpA;025243181;AQJ;;;;;;;;;;;;;;;;;
Fibrinogeno/Aprotinina/Trombina Umana/Calcio Cloruro/Fattore XIII;FIBRINOGENO+APROTININA+TROMBINA UMANA+CALCIO CLORURO+FATTORE XIII 10ML 1 UNITA' ADESIVO TISSUTALE;TISSEEL*adesivo tissutale 1 siringa 5 ml soluz proteine coagulabili + 5 ml soluz trombina + set;754,82;457,35;-;BAXTER SpA;025243193;AQH;;;;;;;;;;;;;;;;;
Fidaxomicina;FIDAXOMICINA 200MG 20 UNITA' USO ORALE;DIFICLIR*2x10 cpr riv 200 mg;2.487,44;1.507,18;-;ASTELLAS PHARMA EUROPE B.V.;042326049;CLW;;;;;;;;;;;;;;;;;
Flecainide;FLECAINIDE 150MG 15ML 5 UNITA' USO PARENTERALE;ALMARYTM*5 fiale EV 150 mg 15 ml;30,48;13,85;-;MEDA PHARMA SpA;025728027;AQK;;;;;;;;;;;;;;;;;
