Acamprosato;ACAMPROSATO 333MG 84 UNITA' USO ORALE;CAMPRAL*84 cpr riv gastrores 333 mg;33,77;BRUNO FARMACEUTICI SpA;034208013;H0A;;;
Cetirizina;CETIRIZINA 1% 20ML USO ORALE;ZIRTEC*orale gtt 20 ml 10 mg/ml flacone;10,90;GENERAL PHARMA SOLUTIONS SpA;043707013;DFB;X;;
Cetirizina;CETIRIZINA 1% 20ML USO ORALE;ZIRTEC*orale gtt 20 ml 10 mg/ml flacone;10,90;GMM FARMA Srl;042955017;DFB;X;;
Cetirizina;CETIRIZINA 1% 20ML USO ORALE;ZIRTEC*orale gtt 20 ml 10 mg/ml flacone;10,90;GMM FARMA Srl;042955031;DFB;X;;
Cetirizina;CETIRIZINA 1% 20ML USO ORALE;ZIRTEC*orale gtt 20 ml 10 mg/ml flacone;10,90;MPF PHARMA Srl;041987013;DFB;X;;
Cetirizina;CETIRIZINA 1% 20ML USO ORALE;ZIRTEC*orale gtt 20 ml 10 mg/ml flacone;10,90;PROGRAMMI SANIT.INTEGRATI Srl;039316029;DFB;X;;
Cetirizina;CETIRIZINA 1% 20ML USO ORALE;ZIRTEC*orale gtt 20 ml 10 mg/ml flacone;10,90;UCB PHARMA SpA;026894028;DFB;X;;
Cianocobalamina;CIANOCOBALAMINA 1.000MCG 5 UNITA' USO PARENTERALE;DOBETIN*5 fiale 1.000 mcg 1 ml;4,71;ANGELINI SpA;003785033;B6A;;;
Cianocobalamina;CIANOCOBALAMINA 20MCG/ML 15ML USO ORALE;DOBETIN*orale gtt 15 ml 20 mcg/ml;3,00;ANGELINI SpA;003785058;B6B;;;
Ciclesonide;CICLESONIDE 160MCG 60 DOSI USO RESPIRATORIO;ALVESCO*soluz inal 60 erog 160 mcg;35,65;COVIS PHARMA EUROPE BV;038873055;J3A;;;
Ciclesonide;CICLESONIDE 80MCG 60 DOSI USO RESPIRATORIO;ALVESCO*soluz inal 60 erog 80 mcg;30,95;COVIS PHARMA EUROPE BV;038873030;J3B;;;
Ciclofosfamide;CICLOFOSFAMIDE 50MG 50 UNITA' USO ORALE;ENDOXAN*50 cpr riv 50 mg;13,87;BAXTER SpA;015628011;J4A;;;
Ciclosporina;CICLOSPORINA 100MG 30 UNITA' USO ORALE PICCO EMATICO 1 - 2 ORE;CIQORIN*30x1 cps molli 100 mg;55,34;TEVA ITALIA Srl;042787299;J5A;X;;
Ciclosporina;CICLOSPORINA 10MG 50 UNITA' USO ORALE PICCO EMATICO 1 - 2 ORE;CIQORIN*50x1 cps molli 10 mg;10,17;TEVA ITALIA Srl;042787251;J5C;X;;
Ciclosporina;CICLOSPORINA 25MG 50 UNITA' USO ORALE PICCO EMATICO 1 - 2 ORE;CIQORIN*50x1 cps molli 25 mg;25,41;TEVA ITALIA Srl;042787263;J5D;X;;
Ciclosporina;CICLOSPORINA 50MG 50 UNITA' USO ORALE PICCO EMATICO 1 - 2 ORE;CIQORIN*50x1 cps molli 50 mg;49,28;TEVA ITALIA Srl;042787275;J5E;X;;
Ciclosporina;CICLOSPORINA 100MG 30 UNITA' USO ORALE PICCO EMATICO 1 - 2 ORE;SANDIMMUN NEORAL*30 cps molli 100 mg;122,98;NOVARTIS FARMA SpA;029453038;J5A;X;;
Ciclosporina;CICLOSPORINA 10MG 50 UNITA' USO ORALE PICCO EMATICO 1 - 2 ORE;SANDIMMUN NEORAL*50 cps molli 10 mg;22,59;NOVARTIS FARMA SpA;029453053;J5C;X;;
Ciclosporina;CICLOSPORINA 25MG 50 UNITA' USO ORALE PICCO EMATICO 1 - 2 ORE;SANDIMMUN NEORAL*50 cps molli 25 mg;56,48;NOVARTIS FARMA SpA;029453014;J5D;X;;
Ciclosporina;CICLOSPORINA 50MG 50 UNITA' USO ORALE PICCO EMATICO 1 - 2 ORE;SANDIMMUN NEORAL*50 cps molli 50 mg;109,50;NOVARTIS FARMA SpA;029453026;J5E;X;;
Ciclosporina;CICLOSPORINA 100MG/ML 50ML USO ORALE PICCO EMATICO 1 - 2 ORE;SANDIMMUN NEORAL*orale soluz 50 ml 100 mg/ml;201,09;NOVARTIS FARMA SpA;029453040;JVR;;;
Ciclosporina;CICLOSPORINA 50MG/ML 5ML 10 UNITA' USO PARENTERALE;SANDIMMUN*10 fiale EV 250 mg 5 ml;142,27;NOVARTIS FARMA SpA;025306022;J5F;;;
Ciclosporina;CICLOSPORINA 100MG 30 UNITA' USO ORALE PICCO EMATICO 5 - 6 ORE;SANDIMMUN*30 cps 100 mg;131,20;NOVARTIS FARMA SpA;025306059;JCZ;;;
Ciclosporina;CICLOSPORINA 25MG 50 UNITA' USO ORALE PICCO EMATICO 5 - 6 ORE;SANDIMMUN*50 cps 25 mg;58,17;NOVARTIS FARMA SpA;025306034;JCX;;;
Ciclosporina;CICLOSPORINA 50MG 50 UNITA' USO ORALE PICCO EMATICO 5 - 6 ORE;SANDIMMUN*50 cps 50 mg;111,80;NOVARTIS FARMA SpA;025306046;JCY;;;
Ciclosporina;CICLOSPORINA 100MG/ML 50ML USO ORALE PICCO EMATICO 1 - 6 ORE;SANDIMMUN*orale soluz 50 ml 100 mg/ml + siringa;202,05;NOVARTIS FARMA SpA;025306010;J5B;;;
Ciclosporina;CICLOSPORINA 1MG/ML 120 UNITA' USO OFTALMICO;VERKAZIA*collirio 120 contenitori monodose 1 mg/ml 0,3 ml;536,21;SANTEN OY;046918049;LCR;;;
Cilazapril;CILAZAPRIL 5MG 14 UNITA' USO ORALE;INIBACE*14 cpr riv 5 mg;11,06;CHEPLAPHARM ARZNEIMITTEL GMBH;027460043;J6A;;;
Cilazapril;CILAZAPRIL 5MG 14 UNITA' USO ORALE;INITISS*14 cpr riv 5 mg;11,06;TEOFARMA Srl;027464041;J6A;;;
Cilazapril/idroclorotiazide;CILAZAPRIL+IDROCLOROTIAZIDE 5+12,5MG 14 UNITA' USO ORALE;INIBACE PLUS*14 cpr riv 5 mg + 12,5 mg;8,63;CHEPLAPHARM ARZNEIMITTEL GMBH;029103013;J7A;;;
Cilazapril/idroclorotiazide;CILAZAPRIL+IDROCLOROTIAZIDE 5+12,5MG 14 UNITA' USO ORALE;INITISS PLUS*14 cpr 5 mg + 12,5 mg;8,63;TEOFARMA Srl;029116011;J7A;;;
Cinacalcet;CINACALCET 30MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 30 mg;26,50;DOC GENERICI Srl;046894010;J9A;X;;
Cinacalcet;CINACALCET 30MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 30 mg;26,50;DR. REDDY'S Srl;047567021;J9A;X;;
Cinacalcet;CINACALCET 30MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 30 mg;40,19;EG SpA;046284016;J9A;X;;
Cinacalcet;CINACALCET 30MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 30 mg;40,19;SANDOZ GMBH;045766019;J9A;X;;
Cinacalcet;CINACALCET 30MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 30 mg;142,32;ACCORD HEALTHCARE SLU;045169024;J9A;X;;
Cinacalcet;CINACALCET 30MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 30 mg;142,32;ARISTO PHARMA GMBH;047326018;J9A;X;;
Cinacalcet;CINACALCET 30MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 30 mg;142,32;AUROBINDO PHARMA ITALIA Srl;046947026;J9A;X;;
Cinacalcet;CINACALCET 30MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 30 mg;142,32;GEN.ORPH Sas;046051025;J9A;X;;
Cinacalcet;CINACALCET 30MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 30 mg;142,32;MYLAN Sas;044554018;J9A;X;;
Cinacalcet;CINACALCET 30MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 30 mg;162,65;TILLOMED ITALIA Srl;046022012;J9A;X;;
Cinacalcet;CINACALCET 60MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 60 mg;46,89;DOC GENERICI Srl;046894022;J9B;X;;
Cinacalcet;CINACALCET 60MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 60 mg;46,89;DR. REDDY'S Srl;047567058;J9B;X;;
Cinacalcet;CINACALCET 60MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 60 mg;46,89;EG SpA;046284055;J9B;X;;
Cinacalcet;CINACALCET 60MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 60 mg;46,89;SANDOZ GMBH;045766021;J9B;X;;
Cinacalcet;CINACALCET 60MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 60 mg;262,74;ACCORD HEALTHCARE SLU;045169051;J9B;X;;
Cinacalcet;CINACALCET 60MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 60 mg;262,74;ARISTO PHARMA GMBH;047326032;J9B;X;;
Cinacalcet;CINACALCET 60MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 60 mg;262,74;AUROBINDO PHARMA ITALIA Srl;046947089;J9B;X;;
Cinacalcet;CINACALCET 60MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 60 mg;262,74;GEN.ORPH Sas;046051052;J9B;X;;
Cinacalcet;CINACALCET 60MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 60 mg;262,74;MYLAN Sas;044554057;J9B;X;;
Cinacalcet;CINACALCET 60MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 60 mg;300,28;TILLOMED ITALIA Srl;046022048;J9B;X;;
Cinacalcet;CINACALCET 90MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 90 mg;49,79;DOC GENERICI Srl;046894034;J9C;X;;
Cinacalcet;CINACALCET 90MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 90 mg;49,79;DR. REDDY'S Srl;047567084;J9C;X;;
Cinacalcet;CINACALCET 90MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 90 mg;49,79;EG SpA;046284081;J9C;X;;
Cinacalcet;CINACALCET 90MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 90 mg;49,79;SANDOZ GMBH;045766033;J9C;X;;
Cinacalcet;CINACALCET 90MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 90 mg;394,13;ACCORD HEALTHCARE SLU;045169087;J9C;X;;
Cinacalcet;CINACALCET 90MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 90 mg;394,13;ARISTO PHARMA GMBH;047326057;J9C;X;;
Cinacalcet;CINACALCET 90MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 90 mg;394,13;AUROBINDO PHARMA ITALIA Srl;046947141;J9C;X;;
Cinacalcet;CINACALCET 90MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 90 mg;394,13;GEN.ORPH Sas;046051088;J9C;X;;
Cinacalcet;CINACALCET 90MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 90 mg;394,13;MYLAN Sas;044554083;J9C;X;;
Cinacalcet;CINACALCET 90MG 28 UNITA' USO ORALE;CINACALCET*28 cpr riv 90 mg;450,42;TILLOMED ITALIA Srl;046022075;J9C;X;;
Cinacalcet;CINACALCET 30MG 28 UNITA' USO ORALE;MIMPARA*28 cpr riv 30 mg;271,08;AMGEN EUROPE B.V.;036598023;J9A;X;;
Cinacalcet;CINACALCET 60MG 28 UNITA' USO ORALE;MIMPARA*28 cpr riv 60 mg;500,46;AMGEN EUROPE B.V.;036598050;J9B;X;;
Cinacalcet;CINACALCET 90MG 28 UNITA' USO ORALE;MIMPARA*28 cpr riv 90 mg;750,70;AMGEN EUROPE B.V.;036598098;J9C;X;;
Cinnoxicam;CINNOXICAM 30MG 20 UNITA' USO ORALE;SINARTROL*20 cpr 30 mg;7,45;SPA (SOC.PRO.ANTIBIOTICI) SpA;026396046;JAA;;;
Ciprofloxacina;CIPROFLOXACINA 250MG 10 UNITA' USO ORALE;BASEMAR*10 cpr riv 250 mg;3,52;WELCOME PHARMA SpA;037321015;D8A;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;BASEMAR*12 cpr riv 750 mg;16,63;WELCOME PHARMA SpA;037321039;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;BASEMAR*6 cpr riv 500 mg;6,13;WELCOME PHARMA SpA;037321027;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 250MG 10 UNITA' USO ORALE;BATTIZER*10 cpr riv 250 mg;3,52;S.F. GROUP Srl;038108015;D8A;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;BATTIZER*12 cpr riv 750 mg;16,63;S.F. GROUP Srl;038108039;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;BATTIZER*6 cpr riv 500 mg;6,13;S.F. GROUP Srl;038108027;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;BOSIX*12 cpr riv 750 mg;16,63;GENETIC SpA;037285032;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;BOSIX*6 cpr riv 500 mg;6,13;GENETIC SpA;037285020;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;CIPERUS*12 cpr riv 750 mg;16,63;IST.CHIM.INTERNAZ. RENDE Srl;037913035;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;CIPERUS*6 cpr riv 500 mg;6,13;IST.CHIM.INTERNAZ. RENDE Srl;037913023;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;CIPROFLOXACINA GIT*6 cpr riv 500 mg;6,13;S.F. GROUP Srl;037269014;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 250MG 10 UNITA' USO ORALE;CIPROFLOXACINA*10 cpr riv 250 mg;3,52;ABC FARMACEUTICI SpA;037929015;D8A;X;;
Ciprofloxacina;CIPROFLOXACINA 250MG 10 UNITA' USO ORALE;CIPROFLOXACINA*10 cpr riv 250 mg;3,52;ACCORD HEALTHCARE SLU;041019011;D8A;X;;
Ciprofloxacina;CIPROFLOXACINA 250MG 10 UNITA' USO ORALE;CIPROFLOXACINA*10 cpr riv 250 mg;3,52;ALMUS Srl;037904012;D8A;X;;
Ciprofloxacina;CIPROFLOXACINA 250MG 10 UNITA' USO ORALE;CIPROFLOXACINA*10 cpr riv 250 mg;3,52;AUROBINDO PHARMA ITALIA Srl;043573029;D8A;X;;
Ciprofloxacina;CIPROFLOXACINA 250MG 10 UNITA' USO ORALE;CIPROFLOXACINA*10 cpr riv 250 mg;3,52;DOC GENERICI Srl;037718018;D8A;X;;
Ciprofloxacina;CIPROFLOXACINA 250MG 10 UNITA' USO ORALE;CIPROFLOXACINA*10 cpr riv 250 mg;3,52;EG SpA;037661016;D8A;X;;
Ciprofloxacina;CIPROFLOXACINA 250MG 10 UNITA' USO ORALE;CIPROFLOXACINA*10 cpr riv 250 mg;3,52;KRKA D.D.NOVO MESTO;037695018;D8A;X;;
Ciprofloxacina;CIPROFLOXACINA 250MG 10 UNITA' USO ORALE;CIPROFLOXACINA*10 cpr riv 250 mg;3,52;LABORATORI ALTER Srl;036901015;D8A;X;;
Ciprofloxacina;CIPROFLOXACINA 250MG 10 UNITA' USO ORALE;CIPROFLOXACINA*10 cpr riv 250 mg;3,52;MYLAN SpA;037219060;D8A;X;;
Ciprofloxacina;CIPROFLOXACINA 250MG 10 UNITA' USO ORALE;CIPROFLOXACINA*10 cpr riv 250 mg;3,52;PENSA PHARMA SpA;037292012;D8A;X;;
Ciprofloxacina;CIPROFLOXACINA 250MG 10 UNITA' USO ORALE;CIPROFLOXACINA*10 cpr riv 250 mg;3,52;RATIOPHARM GMBH;037525019;D8A;X;;
Ciprofloxacina;CIPROFLOXACINA 250MG 10 UNITA' USO ORALE;CIPROFLOXACINA*10 cpr riv 250 mg;3,52;SANDOZ SpA;037464029;D8A;X;;
Ciprofloxacina;CIPROFLOXACINA 250MG 10 UNITA' USO ORALE;CIPROFLOXACINA*10 cpr riv 250 mg;3,52;SUN PHARMACEUTICAL IND.EU.B.V.;037584012;D8A;X;;
Ciprofloxacina;CIPROFLOXACINA 250MG 10 UNITA' USO ORALE;CIPROFLOXACINA*10 cpr riv 250 mg;3,52;ZENTIVA ITALIA Srl;038208017;D8A;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;CIPROFLOXACINA*12 cpr riv 750 mg;16,63;ACCORD HEALTHCARE SLU;041019252;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;CIPROFLOXACINA*12 cpr riv 750 mg;16,63;ALMUS Srl;037904036;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;CIPROFLOXACINA*12 cpr riv 750 mg;16,63;AUROBINDO PHARMA ITALIA Srl;043573082;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;CIPROFLOXACINA*12 cpr riv 750 mg;16,63;DOC GENERICI Srl;037718032;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;CIPROFLOXACINA*12 cpr riv 750 mg;16,63;KRKA D.D.NOVO MESTO;037695172;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;CIPROFLOXACINA*12 cpr riv 750 mg;16,63;MYLAN SpA;037219452;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;CIPROFLOXACINA*12 cpr riv 750 mg;16,63;PENSA PHARMA SpA;037292036;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;CIPROFLOXACINA*12 cpr riv 750 mg;16,63;PHARMACARE Srl;037344037;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;CIPROFLOXACINA*12 cpr riv 750 mg;16,63;SANDOZ SpA;037464498;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;CIPROFLOXACINA*12 cpr riv 750 mg;16,63;ZENTIVA ITALIA Srl;038208031;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;CIPROFLOXACINA*12 cpr riv 750 mg;18,43;BB FARMA Srl;042851028;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;CIPROFLOXACINA*12 cpr riv 750 mg blister pp/al;16,63;SANDOZ SpA;037464563;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;CIPROFLOXACINA*6 cpr riv 500 mg;6,13;ABC FARMACEUTICI SpA;037929027;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;CIPROFLOXACINA*6 cpr riv 500 mg;6,13;ACCORD HEALTHCARE SLU;041019237;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;CIPROFLOXACINA*6 cpr riv 500 mg;6,13;ALMUS Srl;037904024;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;CIPROFLOXACINA*6 cpr riv 500 mg;6,13;AUROBINDO PHARMA ITALIA Srl;043573043;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;CIPROFLOXACINA*6 cpr riv 500 mg;6,13;DOC GENERICI Srl;037718020;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;CIPROFLOXACINA*6 cpr riv 500 mg;6,13;EG SpA;037661028;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;CIPROFLOXACINA*6 cpr riv 500 mg;6,13;KRKA D.D.NOVO MESTO;037695160;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;CIPROFLOXACINA*6 cpr riv 500 mg;6,13;LABORATORI ALTER Srl;036901027;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;CIPROFLOXACINA*6 cpr riv 500 mg;6,13;MYLAN SpA;037219247;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;CIPROFLOXACINA*6 cpr riv 500 mg;6,13;PENSA PHARMA SpA;037292024;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;CIPROFLOXACINA*6 cpr riv 500 mg;6,13;PHARMACARE Srl;037344025;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;CIPROFLOXACINA*6 cpr riv 500 mg;6,13;RATIOPHARM GMBH;037525072;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;CIPROFLOXACINA*6 cpr riv 500 mg;6,13;SANDOZ SpA;037464587;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;CIPROFLOXACINA*6 cpr riv 500 mg;6,13;SUN PHARMACEUTICAL IND.EU.B.V.;037584101;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;CIPROFLOXACINA*6 cpr riv 500 mg;6,13;TECNIGEN Srl;037749025;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;CIPROFLOXACINA*6 cpr riv 500 mg;6,13;ZENTIVA ITALIA Srl;038208029;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;CIPROFLOXACINA*6 cpr riv 500 mg;6,79;BB FARMA Srl;042851016;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 250MG 10 UNITA' USO ORALE;CIPROXIN*10 cpr riv 250 mg;7,99;BAYER SpA;026664019;D8A;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;CIPROXIN*12 cpr riv 750 mg;25,37;BAYER SpA;026664096;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 3 UNITA' USO ORALE RM;CIPROXIN*3 cpr 500 mg rilascio modificato;7,54;BAYER SpA;026664122;D8D;;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;CIPROXIN*6 cpr riv 500 mg;8,49;BAYER SpA;026664021;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;CIPROXIN*6 cpr riv 500 mg;8,49;FARMA 1000 Srl;044542013;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;CIPROXIN*6 cpr riv 500 mg;8,49;GMM FARMA Srl;045631013;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;CIPROXIN*6 cpr riv 500 mg;8,49;MEDIFARM Srl;044941019;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;CIPROXIN*6 cpr riv 500 mg;8,49;PROGRAMMI SANIT.INTEGRATI Srl;043270014;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 1.000MG 7 UNITA' USO ORALE RM;CIPROXIN*7 cpr 1.000 mg rilascio modificato;23,67;BAYER SpA;026664146;D8E;;;
Ciprofloxacina;CIPROFLOXACINA 250MG/5ML 100ML USO ORALE;CIPROXIN*orale sosp grat 100 ml 250 mg/5 ml;19,23;BAYER SpA;026664084;D8F;;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;CUSPIS*12 cpr riv 750 mg;16,63;LANOVA FARMACEUTICI Srl;037687035;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;CUSPIS*6 cpr riv 500 mg;6,13;LANOVA FARMACEUTICI Srl;037687023;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;EOXIN*12 cpr riv 750 mg;16,63;C.T. LAB.FARMACEUTICO Srl;037345030;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;EOXIN*6 cpr riv 500 mg;6,13;C.T. LAB.FARMACEUTICO Srl;037345028;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;FLONTALEXIN*12 cpr riv 750 mg;16,63;I.B.N. SAVIO Srl;026663056;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;FLONTALEXIN*6 cpr riv 500 mg;6,13;I.B.N. SAVIO Srl;026663029;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;GENERFLON*12 cpr riv 750 mg;16,63;SO.SE.PHARM Srl;037287036;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;GENERFLON*6 cpr riv 500 mg;6,13;SO.SE.PHARM Srl;037287024;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;GERBAT*12 cpr riv 750 mg;16,63;RO-FARM.di DE MAIO SALVATORE&C;037663034;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;GERBAT*6 cpr riv 500 mg;6,13;RO-FARM.di DE MAIO SALVATORE&C;037663022;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;IBIXACIN*6 cpr riv 500 mg;6,13;I.B.I.GIOVANNI LORENZINI SpA;038360020;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;KINOX*12 cpr riv 750 mg;16,63;S.F. GROUP Srl;037289030;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;KINOX*6 cpr riv 500 mg;6,13;S.F. GROUP Srl;037289028;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;MACAR*12 cpr riv 750 mg;16,63;DYMALIFE PHARMACEUTICAL Srl;037915030;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;MACAR*6 cpr riv 500 mg;6,13;DYMALIFE PHARMACEUTICAL Srl;037915028;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;PROCIFLOR*12 cpr riv 750 mg;16,63;EPIFARMA Srl;037342033;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;PROCIFLOR*6 cpr riv 500 mg;6,13;EPIFARMA Srl;037342021;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 250MG 10 UNITA' USO ORALE;SAMPER*10 cpr riv 250 mg;3,52;AGIPS FARMACEUTICI Srl;037938014;D8A;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;SAMPER*12 cpr riv 750 mg;16,63;AGIPS FARMACEUTICI Srl;037938038;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;SAMPER*6 cpr riv 500 mg;6,13;AGIPS FARMACEUTICI Srl;037938026;D8B;X;;
Ciprofloxacina;CIPROFLOXACINA 750MG 12 UNITA' USO ORALE;ULLAX*12 cpr riv 750 mg;16,63;S.F. GROUP Srl;037270028;D8C;X;;
Ciprofloxacina;CIPROFLOXACINA 500MG 6 UNITA' USO ORALE;ULLAX*6 cpr riv 500 mg;6,13;S.F. GROUP Srl;037270016;D8B;X;;
